,Net profit before tax/Paid-in capital,ROA(C) before interest and depreciation before interest,Liability to Equity,Current Liabilities/Equity,Borrowing dependency,Current Liability to Equity,ROA(B) before interest and depreciation after tax,Persistent EPS in the Last Four Seasons,Inventory and accounts receivable/Net value,ROA(A) before interest and \% after tax,Clusters,Classification
298,298,0.261051202775055,0.683079023058548,0.27634065663414,0.327895887865614,0.369838486366066,0.327895887865614,0.702500133840141,0.302448709463931,0.399411593694192,0.709223724378543,1
299,299,0.204117336550788,0.534539072783113,0.282866729698002,0.331035566386525,0.376436813745994,0.331035566386525,0.582365222977675,0.251867259147206,0.402357644391987,0.592782381160052,1
300,300,0.169210466782294,0.459415980110174,0.277524415661348,0.329199748225643,0.373312114305397,0.329199748225643,0.511376412013491,0.212347546563298,0.395898840201869,0.534016572176188,1
301,301,0.156971570771435,0.438356164383562,0.280291553389344,0.331444711538222,0.375405685297808,0.331444711538222,0.4879811553081,0.19967854779238,0.397641819718846,0.478249018752726,1
302,302,0.196440690747304,0.531809096670404,0.288027034832234,0.342457249842118,0.36963718146295,0.342457249842118,0.592911826114888,0.249314550439633,0.40498216158934,0.61077191452246,1
303,303,0.175348767061308,0.47628333252084,0.283889820491367,0.334839151144328,0.373795246072877,0.334839151144328,0.526152363616896,0.220100217452964,0.41010258258387,0.542302660270388,1
304,304,0.168426212201191,0.492273192609565,0.275750457765982,0.327180188633431,0.371139139712313,0.327180188633431,0.540178810428824,0.214143897135294,0.394000452826346,0.53347143480157,1
305,305,0.173742553351934,0.475113342758251,0.280204360510385,0.332623661082621,0.376458062596878,0.332623661082621,0.526580652069169,0.219438404084334,0.414133808845655,0.544319668556476,1
306,306,0.168313098559686,0.482328279627553,0.283866392772723,0.3328224531485,0.378199350008835,0.3328224531485,0.533915091814337,0.215183889571712,0.40538541818781,0.539304404709987,1
307,307,0.184789985672272,0.497001901233364,0.282380550122569,0.335527479999908,0.380278382313799,0.335527479999908,0.549279940039617,0.235321924931455,0.419173846465074,0.563344962930659,1
308,308,0.191893522358796,0.51343050748306,0.285710523029384,0.33949790272631,0.374088256542969,0.33949790272631,0.558434605706944,0.237307365037345,0.421211565024122,0.570922372437854,1
309,309,0.188718799487218,0.543460244722859,0.279493794674644,0.327564822897304,0.376702983562336,0.327564822897304,0.60292306868676,0.237023730736504,0.394155860684893,0.603467073702573,1
310,310,0.194125631551165,0.516452981036416,0.277581601453502,0.32903144765903,0.37071304433405,0.32903144765903,0.567160982921998,0.241940058617755,0.408914248355155,0.57849978194505,1
311,311,0.180167408189428,0.494028177253449,0.281946994527372,0.334076873603173,0.378185929681961,0.334076873603173,0.539696985920017,0.224354731965586,0.404825414007875,0.556149149585696,1
312,312,0.1875952039816,0.523960415346366,0.280068237325994,0.330501738500959,0.375600280037487,0.330501738500959,0.573157021253815,0.234092842961142,0.404820055116201,0.580625817706062,1
313,313,0.180371012744137,0.523277921318188,0.276138450761657,0.326796689012728,0.36963718146295,0.326796689012728,0.568285240109214,0.224165642431691,0.393930787234584,0.583406018316616,1
314,314,0.17436844883493,0.493345683225272,0.288724026813852,0.338820377218321,0.388924427902649,0.338820377218321,0.539804058033085,0.219532948851281,0.40018461381817,0.550534234627126,1
315,315,0.175145162506598,0.493784429386243,0.276281060078205,0.327756498642656,0.36963718146295,0.327756498642656,0.544622303121152,0.221423844190224,0.397850816494133,0.550152638464893,1
316,316,0.164248548374934,0.441378637936918,0.27569903203837,0.32733658942075,0.36963718146295,0.32733658942075,0.490390277852133,0.207242129148152,0.395750130957915,0.509648931530746,1
317,317,0.21072317321469,0.646175595963535,0.277336062967424,0.329187170144354,0.370387601407345,0.329187170144354,0.679051341078216,0.253569064952255,0.399840305028114,0.644406890536415,1
318,318,0.180453962747907,0.491834446448594,0.281036117650142,0.332728960177588,0.373067193339939,0.332728960177588,0.537823223941324,0.225678358702846,0.405507332973394,0.550261665939817,1
319,319,0.189073222230601,0.51503924340662,0.283297955841426,0.333069376449656,0.377327028761997,0.333069376449656,0.565233684886771,0.235511014465349,0.403977369400461,0.572993894461404,1
320,320,0.170281275921876,0.495344415736362,0.276317848063939,0.327939729306503,0.36963718146295,0.327939729306503,0.542373788746721,0.215940247707289,0.399909970619876,0.53554295682512,1
321,321,0.178500867204585,0.545995222541803,0.278235379439838,0.330137615413053,0.371151441678614,0.330137615413053,0.660420793404358,0.238347357473764,0.403150760359742,0.658634976013955,1
322,322,0.190144031370183,0.523619168332277,0.277302303505096,0.329207892242453,0.36963718146295,0.329207892242453,0.577332833663472,0.238725536541552,0.406836338108552,0.594635848233755,1
323,323,0.164308875650403,0.447813581631161,0.295606317000774,0.351303830296358,0.403769546146912,0.351303830296358,0.494137801809519,0.200434905927957,0.443736326452963,0.510848233754906,1
324,324,0.216982128044642,0.601862233705455,0.276159363455944,0.32759400709926,0.370123668312148,0.32759400709926,0.653996466620269,0.262172638744445,0.396415973248413,0.648604448320977,1
325,325,0.196893145313325,0.548530200360747,0.279569546997196,0.328794782101915,0.376248929169752,0.328794782101915,0.596123989506933,0.246289117897324,0.395155293982099,0.598560837331007,1
326,326,0.175160244325466,0.530346609467167,0.27840949550246,0.329950009778453,0.371730752455361,0.329950009778453,0.57283580491461,0.222463836626643,0.398125459692426,0.545573484518099,1
327,327,0.188469949475907,0.527567883781017,0.277832912093455,0.328542624572649,0.36963718146295,0.328542624572649,0.570854970822849,0.233998298194195,0.395589364207695,0.587167466201483,1
328,328,0.178945780861172,0.497586896114659,0.281256801658043,0.331862731601981,0.377748650697969,0.331862731601981,0.544515231008084,0.224449276732533,0.403355737966274,0.557566506759703,1
329,329,0.173772716989669,0.480963291571199,0.279879219355018,0.332303264680077,0.374296271609522,0.332303264680077,0.530167567856952,0.220100217452964,0.401780223814111,0.543610989969472,1
330,330,0.250652288666013,0.634768195778287,0.276519148995618,0.328362384109545,0.369661785395553,0.328362384109545,0.705605225119118,0.317859506476317,0.4033142065558,0.72187091146969,1
331,331,0.18035593092527,0.486471993370058,0.286727394429688,0.340692185728256,0.370161692571625,0.340692185728256,0.533968627870871,0.224449276732533,0.417241966016588,0.551079372001744,1
332,332,0.178191689917804,0.504314337249549,0.275088020649409,0.326591809396596,0.36963718146295,0.326591809396596,0.553884040901547,0.223787463363903,0.395849270453885,0.558002616659398,1
333,333,0.170839303219968,0.506556817627846,0.277173076709798,0.328019127696686,0.373004565147858,0.328019127696686,0.565501365169442,0.217736598279285,0.395933672997751,0.545573484518099,1
334,334,0.161948570997662,0.45965972797738,0.281403222791539,0.334334449271404,0.373935041144485,0.334334449271404,0.512072380748434,0.21026756169046,0.406554996295666,0.509049280418665,1
335,335,0.183394917427042,0.518792960561595,0.275611740368134,0.326988076952732,0.369649483429251,0.326988076952732,0.55720327640666,0.22586744823674,0.396540567479834,0.568523767989533,1
336,336,0.250689993213182,0.613220884317262,0.276605396869671,0.328466117600268,0.36963718146295,0.328466117600268,0.664543069757482,0.30745958211213,0.400180594649415,0.674334932402965,1
337,337,0.358698439031747,0.639106907814557,0.275576510484469,0.327247616732373,0.36963718146295,0.327247616732373,0.694898013812303,0.436324099461095,0.395121800909136,0.707261229829917,1
338,338,0.225473192066963,0.596353531906596,0.279603348950752,0.331203385579092,0.372504657971786,0.331203385579092,0.628941592162321,0.267183511392644,0.402195537918848,0.63802878325338,1
339,339,0.170122916823769,0.507970555257641,0.277915805078407,0.330111234577792,0.370805868261598,0.330111234577792,0.550618341452969,0.215278434338659,0.396103817808401,0.535651984300044,1
340,340,0.206017645728075,0.584409886413494,0.276144527357739,0.327462867903286,0.36963718146295,0.327462867903286,0.624712243696129,0.253285430651413,0.396148028664712,0.632577409507196,1
341,341,0.188424704019305,0.548822697801394,0.278280228352069,0.328359502010432,0.373383689382061,0.328359502010432,0.608383746453236,0.240710976647443,0.397159519468184,0.608427823811601,1
342,342,0.177505467159339,0.490664456686004,0.278557605901997,0.328675151494126,0.374771574852992,0.328675151494126,0.545746560308368,0.219816583152123,0.39817636916333,0.565580026166594,1
343,343,0.158464670839303,0.451518549212694,0.283031737724619,0.332534803836158,0.380826378994504,0.332534803836158,0.505219765512072,0.205729412876997,0.403047601695017,0.508177060619276,1
344,344,0.17285272603876,0.491200701993858,0.282520741367506,0.334804880408204,0.380968410787259,0.334804880408204,0.544943519460357,0.218209322114021,0.402546545323496,0.556094635848234,1
345,345,0.190121408641882,0.519670452883537,0.278167764283297,0.329636511038339,0.371366166908605,0.329636511038339,0.57256812463194,0.238252812706817,0.401907497491369,0.586676842564326,1
346,346,0.18197722645351,0.506020572319992,0.287514019543289,0.334480684249922,0.389565248510903,0.334480684249922,0.564644788264896,0.231918313321358,0.403532581391517,0.571140427387702,1
347,347,0.174089435185883,0.483108272802613,0.297986219889026,0.354440774169845,0.38729162146626,0.354440774169845,0.535414101397291,0.220383851753805,0.442730194541165,0.549334932402965,1
348,348,0.185136867506221,0.49246819090333,0.285648260544059,0.337477335625615,0.381469436323904,0.337477335625615,0.545478880025697,0.233525574359459,0.422568704340568,0.563290449193197,1
349,349,0.184963426589247,0.551455174767221,0.280122393814359,0.328541224144983,0.375708761013056,0.328541224144983,0.591519888645002,0.23116195518578,0.399391497850415,0.567215438290449,1
350,350,0.207646482165749,0.584019889825964,0.278969637524436,0.330141929634679,0.371010528246433,0.330141929634679,0.620215214947267,0.254987236456462,0.395435296072066,0.631923244657654,1
351,351,0.16897669858985,0.463315945985473,0.280460885151349,0.331925124031936,0.376624698322236,0.331925124031936,0.515605760479683,0.210645740758249,0.403748276781396,0.538977322285216,1
352,352,0.169828821355856,0.505191829571491,0.280514676744229,0.332490134065621,0.375595806595196,0.332490134065621,0.547834466513197,0.214332986669188,0.403127985070128,0.534016572176188,1
353,353,0.249483447703793,0.574659971725247,0.2868288010509,0.338381556170617,0.376284716708083,0.338381556170617,0.608062530114032,0.289968800226907,0.413400980409232,0.624291321412996,1
354,354,0.166737048488048,0.472285867498659,0.279133792380107,0.328946386720228,0.375334110221145,0.328946386720228,0.530114031800418,0.209227569254042,0.397326984832997,0.533035324901875,1
355,355,0.173682226076465,0.481109540291522,0.284347441114104,0.333266291930349,0.381638308770407,0.333266291930349,0.530060495743883,0.218965680249598,0.412512744114262,0.546336676842564,1
356,356,0.186071940275997,0.543947740457271,0.279581678801557,0.329550334570176,0.374164305061924,0.329550334570176,0.605385727287328,0.236551006901768,0.396369082946265,0.587712603576101,1
357,357,0.192436467838021,0.549261443962365,0.278302896473056,0.330509103082971,0.36963718146295,0.330509103082971,0.585952138765458,0.239765528977971,0.402657742325732,0.579862625381596,1
358,358,0.228806274036649,0.62896699653878,0.280490598727932,0.333245065185708,0.36963718146295,0.333245065185708,0.696289951282189,0.345750212725726,0.398862307297605,0.713475795900567,1
359,359,0.169067189503054,0.490176960951592,0.282192019633444,0.33230514211315,0.379473162701333,0.33230514211315,0.529418063065475,0.211118464592985,0.40371746315427,0.527420409943306,1
360,360,0.207194027599729,0.58899234631697,0.278420197015721,0.330417911585828,0.370332801739274,0.330417911585828,0.625033460035334,0.252623617282783,0.399343267825348,0.629851722634104,1
361,361,0.204720609305482,0.528640374396724,0.276134871730503,0.327274758502332,0.370337275181566,0.327274758502332,0.584667273408641,0.265481705587596,0.398063832438175,0.58738552115133,1
362,362,0.191863358721062,0.5893823429045,0.278469704137091,0.330719510853502,0.36963718146295,0.330719510853502,0.673751271481343,0.247518199867637,0.402278600739795,0.689762320104666,1
363,363,0.170831762310535,0.485497001901233,0.281397892903558,0.33180744963809,0.37695014124894,0.33180744963809,0.53723432731945,0.216129337241184,0.400975050340089,0.535052333187963,1
364,364,0.173621898800995,0.484473260858967,0.276509853813035,0.327884619060037,0.370260108302038,0.327884619060037,0.54012527437229,0.221707478491065,0.398531395736734,0.550152638464893,1
365,365,0.182324108287459,0.510261785209379,0.277207200161573,0.328623887435338,0.372404005520228,0.328623887435338,0.555115370201831,0.227663798808736,0.40030116971208,0.55925643262102,1
366,366,0.169647839529447,0.474479598303515,0.28442840591658,0.337613026338688,0.377042965176489,0.337613026338688,0.523743241072863,0.215467523872554,0.402344247162802,0.535979066724815,1
367,367,0.174805821582083,0.484717008726174,0.282760758354966,0.332486469576216,0.378464401464605,0.332486469576216,0.534985812945018,0.21924931455044,0.407240934429941,0.551733536851286,1
368,368,0.207616318528014,0.61195339540779,0.276944696002929,0.328385642255571,0.370481543695466,0.328385642255571,0.67016435569356,0.262078093977498,0.400179254926496,0.678696031399913,1
369,369,0.196764949852952,0.538341539511529,0.280741355255821,0.332731040675701,0.375173066298651,0.332731040675701,0.577761122115745,0.239954618511865,0.39996088009078,0.584332751853467,1
370,370,0.172679285121786,0.576951201676985,0.274888519632911,0.326405286530597,0.369657311953261,0.326405286530597,0.640451844317148,0.219060225016545,0.394760075721139,0.590220235499346,1
371,371,0.161066284593922,0.448837322673427,0.277897889163106,0.326742387021162,0.36963718146295,0.326742387021162,0.50072273676321,0.206391226245627,0.394597969248,0.507904491931967,1
372,372,0.182346731015761,0.499975625213279,0.280438233967333,0.332959880593758,0.372033828170608,0.332959880593758,0.554419401466888,0.230594686584098,0.414882713957099,0.571522023549935,1
373,373,0.180393635472438,0.520401696485156,0.275564569834419,0.327209008768607,0.36963718146295,0.327209008768607,0.572300444349269,0.228041977876525,0.397099231936851,0.574738334060183,1
374,374,0.211062514139205,0.565690050212061,0.276875369352641,0.328598044911794,0.369669613919563,0.328598044911794,0.613255527597837,0.259809019570767,0.397864213723318,0.617095508068033,1
375,375,0.177475303521605,0.509043045873349,0.277025330762647,0.329023947495754,0.36963718146295,0.329023947495754,0.565340756999839,0.225016545334216,0.402105776483308,0.582588312254688,1
376,376,0.192858758766307,0.497196899527129,0.293639395494917,0.34650824651043,0.391810916541224,0.34650824651043,0.551474918357514,0.246667296965113,0.431420253663137,0.568305713039686,1
377,377,0.188884699494759,0.500073124360162,0.277623011413442,0.326502726830063,0.373319942829408,0.326502726830063,0.547459714117458,0.221802023258013,0.394900746627582,0.607882686436982,1
378,378,0.14613528391524,0.46360844342612,0.292450647613991,0.336473040717415,0.392287338145266,0.336473040717415,0.498420686332245,0.185875011818096,0.39467835262311,0.481519843000436,1
379,379,0.172475680567076,0.488763223321796,0.280365149908709,0.332188395510204,0.375353122350883,0.332188395510204,0.533861555757803,0.216885695376761,0.404447612144856,0.540231138246838,1
380,380,0.20159867279994,0.533369083020524,0.27805937732223,0.329147765876866,0.370343985345003,0.329147765876866,0.576583328871995,0.247896378935426,0.399943463692839,0.590002180549498,1
381,381,0.194653495211523,0.527421635060693,0.283438736514093,0.332973558530601,0.377397485478088,0.332973558530601,0.571283259275122,0.240616431880495,0.405693554459067,0.573102921936328,1
382,382,0.165560666616394,0.507239311656023,0.277689815228922,0.326993153433375,0.374081546379531,0.326993153433375,0.548262754965469,0.210173016923513,0.394691749852296,0.52044265154819,1
383,383,0.15942236633738,0.43630868229903,0.277448750682243,0.329408715725866,0.36963718146295,0.329408715725866,0.490925638417474,0.204689420440579,0.400137723516022,0.502453118185783,1
384,384,0.158834175401553,0.448203578218691,0.283309193035146,0.3363621949518,0.37572218133993,0.3363621949518,0.501472241554687,0.204500330906684,0.412145660034592,0.507631923244658,1
385,385,0.182980167408189,0.539852776288207,0.275982391010643,0.327599509461726,0.36963718146295,0.327599509461726,0.580330852829381,0.227285619740947,0.402908270511493,0.585750109027475,1
386,386,0.177897594449891,0.498951884171013,0.280460812278067,0.333108111774213,0.375459366605306,0.333108111774213,0.548583971304674,0.224449276732533,0.413359448998758,0.562091146969036,1
387,387,0.185280144785461,0.517184224638034,0.278926763412682,0.329243172618891,0.374249300465462,0.329243172618891,0.565394293056373,0.230689231351045,0.400522223993634,0.576155691234191,1
388,388,0.176638262574466,0.456296007409935,0.277650438161747,0.329727444365825,0.373135413334884,0.329727444365825,0.497082284918893,0.20364942800416,0.397940577929673,0.559201918883559,1
389,389,0.163977075635322,0.473797104275338,0.282709825142018,0.331801776922896,0.379192454197543,0.331801776922896,0.521173510359227,0.205351233809209,0.4029739169345,0.514173571740078,1
390,390,0.199132795415127,0.546970214010627,0.282087519247432,0.332484767268268,0.373075021863949,0.332484767268268,0.595535092885058,0.246289117897324,0.396001998866594,0.592673353685129,1
391,391,0.19598069527185,0.537707795056793,0.276395107208095,0.327669753435724,0.370625812209366,0.327669753435724,0.594036083302104,0.243074595821121,0.397592249970861,0.586240732664632,1
392,392,0.165372143880552,0.485545751474675,0.278756785889829,0.330931344246073,0.373234947425869,0.330931344246073,0.531827185609508,0.216129337241184,0.400827680819053,0.511229829917139,1
393,393,0.172520926023678,0.488665724174913,0.276786279149429,0.327062460095907,0.370839419078784,0.327062460095907,0.546603137212913,0.218114777347074,0.398070531052768,0.555440470998692,1
394,394,0.162770530125933,0.444449861063716,0.27577517746926,0.327395307194725,0.36963718146295,0.327395307194725,0.490818566304406,0.206580315779522,0.396859421534438,0.501253815961622,1
395,395,0.171382248699193,0.520645444352362,0.278737746347745,0.329511723117959,0.373985367370265,0.329511723117959,0.587504684404947,0.220005672686017,0.397525263824936,0.558275185346707,1
396,396,0.21057989593545,0.622970799005509,0.27600372259238,0.327771079789734,0.36963718146295,0.327771079789734,0.658921783821404,0.255459960291198,0.396844684582335,0.665994330571304,1
397,397,0.204743232033783,0.595817286598742,0.277130311137504,0.327884328000416,0.371968963257382,0.327884328000416,0.632100219497832,0.25139453531247,0.395391085215756,0.630287832533799,1
398,398,0.184707035668502,0.506069321893433,0.279110765117311,0.327332791966422,0.37367558149158,0.327332791966422,0.558327533593875,0.233147395291671,0.396716071182158,0.572993894461404,1
399,399,0.181087399140336,0.48340077024326,0.293390791351077,0.345391306748356,0.399979422165459,0.345391306748356,0.536163606188768,0.227474709274842,0.435777032594119,0.556694286960314,1
400,400,0.173833044265138,0.495588163603568,0.277176512990267,0.328319652109378,0.370979214150393,0.328319652109378,0.537716151828256,0.215562068639501,0.39720774949325,0.5485717400785,1
401,401,0.171525525978433,0.473602105981573,0.279138122371791,0.331249246292535,0.374352189638166,0.331249246292535,0.530863536591895,0.219343859317387,0.399155706616758,0.544210641081553,1
402,402,0.150478847749039,0.385852873787354,0.278823259642711,0.330868148357839,0.374465144056025,0.330868148357839,0.423363135071471,0.195896757114494,0.401107682909021,0.391354121238552,1
403,403,0.176909735314079,0.474820845317603,0.287583426857468,0.341145700118754,0.386772702160449,0.341145700118754,0.527919053482521,0.225394724402004,0.418975567473135,0.543610989969472,1
404,404,0.206145841188447,0.551893920928192,0.277865954588236,0.32843727580762,0.371469056081309,0.32843727580762,0.599550297125114,0.250638177176893,0.39826613059887,0.608645878761448,1
405,405,0.171050448684111,0.480085799249257,0.277838094760079,0.32957352155017,0.370029726024027,0.32957352155017,0.534075699983939,0.217074784910655,0.401202803236235,0.542030091583079,1
406,406,0.17584646708393,0.551796421781309,0.278375937670101,0.328578235504119,0.373825441808344,0.328578235504119,0.595106804432786,0.222842015694431,0.397471674908195,0.563126907980811,1
407,407,0.208340245833648,0.618632086969239,0.277148119644239,0.328851414314676,0.369980518158821,0.328851414314676,0.674393704159752,0.260092653871608,0.397347080676774,0.673626253815962,1
408,408,0.195271849785084,0.536245307853556,0.280208327855148,0.331159049319082,0.372278749136066,0.331159049319082,0.596445205846137,0.247140020799849,0.404201103127851,0.601995202791103,1
409,409,0.168071789457809,0.471554623897041,0.277234904521436,0.328220190284399,0.371337089533711,0.328220190284399,0.52449274586434,0.214616620970029,0.397949955990102,0.53287178368949,1
410,410,0.162634793756127,0.463705942573002,0.27640125443551,0.328261937725575,0.36963718146295,0.328261937725575,0.512768349483377,0.207903942516782,0.398886422310138,0.499945486262538,1
411,411,0.193635472437976,0.53522156681129,0.276877948289096,0.328756481808292,0.370486017137757,0.328756481808292,0.594571443867445,0.244870946393117,0.396606213902841,0.596162232882686,1
412,412,0.160990875499585,0.457612245892848,0.28790075390581,0.336568040336121,0.38298816998186,0.336568040336121,0.503934900155255,0.204500330906684,0.400752656335617,0.510303096380288,1
413,413,0.186411281200513,0.555988885097255,0.275886316790512,0.327622509995277,0.36963718146295,0.327622509995277,0.597087638524546,0.231634679020516,0.397160859191102,0.59152856519843,1
414,414,0.176675967121635,0.498756885877249,0.276476927635097,0.328233206667046,0.370799158098161,0.328233206667046,0.551314310187912,0.223692918596956,0.398350533142735,0.562254688181422,1
415,415,0.180476585476208,0.51148052454541,0.275573849713547,0.326972250589867,0.36963718146295,0.326972250589867,0.566839766582794,0.228420156944313,0.395937692166506,0.576591801133886,1
416,416,0.18132116733278,0.522595427290011,0.27536637281914,0.3266922546016,0.36963718146295,0.3266922546016,0.564055891643022,0.226056537770634,0.396438748538027,0.564489751417357,1
417,417,0.188628308574014,0.533466582167406,0.283766090387746,0.336144271877144,0.373489933636484,0.336144271877144,0.576422720702393,0.234471022028931,0.41470319108602,0.579317488006978,1
418,418,0.185121785687354,0.529566616292107,0.278401022288704,0.327734636232652,0.375027679424179,0.327734636232652,0.578992451416029,0.233903753427248,0.39588946214144,0.582860880941997,1
419,419,0.172015685091622,0.471408375176717,0.278849126390896,0.330364633091482,0.372415189125957,0.330364633091482,0.524385673751271,0.218209322114021,0.40760935823253,0.541593981683384,1
420,420,0.211756277807104,0.542923999415005,0.281457253876222,0.329910888212838,0.379598419085494,0.329910888212838,0.583703624391027,0.252812706816678,0.396340948764976,0.595453554295682,1
421,421,0.176442198929191,0.483985765124555,0.280368084779464,0.331520473395066,0.375119384991154,0.331520473395066,0.533593875475132,0.22189656802496,0.407875963093313,0.549280418665504,1
422,422,0.159799411809064,0.396967776531955,0.274961631798573,0.326492397911915,0.36963718146295,0.326492397911915,0.428127844103003,0.20166398789827,0.393753943809341,0.430167902311382,1
423,423,0.199457054520775,0.569443767367036,0.279897314785009,0.331012518120941,0.376454707515159,0.331012518120941,0.629905241179935,0.25139453531247,0.397884309567095,0.603848669864806,1
424,424,0.195309554332252,0.53044410861405,0.277431271841301,0.329315108064026,0.372187043569091,0.329315108064026,0.578510626907222,0.243263685355016,0.398221919742559,0.590165721761884,1
425,425,0.169745871352085,0.492126943889241,0.277624789477882,0.328385685691641,0.371911926868165,0.328385685691641,0.546710209325981,0.216602061075919,0.397848137048296,0.534398168338421,1
426,426,0.183741799260991,0.576658704236338,0.275879692980165,0.327598527034565,0.36963718146295,0.327598527034565,0.623159698056641,0.232580126689988,0.39562955589525,0.603412559965111,1
427,427,0.154927984314908,0.436016184858383,0.27776050805981,0.329677694884598,0.373761695255691,0.329677694884598,0.476203222870603,0.201285808830481,0.396074343904194,0.44521369385085,1
428,428,0.176555312570696,0.486228245502852,0.2791005332958,0.327478567438318,0.376011836728303,0.327478567438318,0.537876759997859,0.223125649995273,0.395685824257827,0.551733536851286,1
429,429,0.240879270039967,0.614585872373617,0.277982793798515,0.329509267708179,0.370558710574994,0.329509267708179,0.669896675410889,0.296303299612366,0.402742144869598,0.681149149585696,1
430,430,0.18109494004977,0.521327938380539,0.275297179515253,0.326907774068371,0.36963718146295,0.326907774068371,0.566732694469725,0.226151082537582,0.39860642022017,0.574138682948103,1
431,431,0.15583289344695,0.438794910544533,0.282766782288379,0.331054152558889,0.378269806724926,0.331054152558889,0.481342684297875,0.198260376288172,0.39870555971614,0.482119494112516,1
432,432,0.128451851293266,0.160581094915419,0.294701602905725,0.350607031948186,0.395236454975922,0.350607031948186,0.183200385459607,0.163656991585516,0.42638691465831,0.178805058874836,1
433,433,0.177942839906493,0.509920538195291,0.276283746019807,0.327698822744874,0.36963718146295,0.327698822744874,0.553562824562343,0.222463836626643,0.400447199510197,0.562472743131269,1
434,434,0.284111303823241,0.721347438209916,0.275694001579623,0.326832213298162,0.36963718146295,0.326832213298162,0.778360725948927,0.349721092937506,0.396336929596221,0.797208896641954,1
435,435,0.16920292587286,0.487544483985765,0.275542293664421,0.327157830725996,0.36963718146295,0.327157830725996,0.536752502810643,0.216223882008131,0.396783057328083,0.532653728739642,1
436,436,0.194276449739839,0.526397894018427,0.279488500757058,0.33134502585477,0.37191751867103,0.33134502585477,0.574495422667166,0.245816394062589,0.403844736831528,0.576264718709115,1
437,437,0.227509237614056,0.592989811339151,0.277280792368987,0.32878669061376,0.371680426229582,0.32878669061376,0.625086996091868,0.277110711922095,0.396111856145912,0.616441343218491,1
438,438,0.157951888997813,0.441378637936918,0.281287691186793,0.332133747620878,0.378513609329811,0.332133747620878,0.479201242036512,0.183795026945259,0.39915302717092,0.484845180985608,1
439,439,0.182226076464822,0.564715058743236,0.276774334690048,0.327805076472438,0.371341562976002,0.327805076472438,0.620429359173403,0.232674671456935,0.399923367849061,0.605593109463585,1
440,440,0.186893899404268,0.516550480183298,0.280564140640282,0.332472989576712,0.376124791146163,0.332472989576712,0.561700305155522,0.231918313321358,0.404249333152917,0.576809856083733,1
441,441,0.175069753412262,0.480037049675815,0.277140846422436,0.328501393083183,0.371769895075411,0.328501393083183,0.518817923871728,0.215467523872554,0.396769660098898,0.533416921064108,1
442,442,0.182165749189352,0.508409301418613,0.276980610309499,0.328874446631899,0.370298132561515,0.328874446631899,0.555597194710638,0.228136522643472,0.401742711572393,0.567978630614915,1
443,443,0.197760349898198,0.548481450787306,0.276119637722617,0.32757654057457,0.36963718146295,0.32757654057457,0.592055249210343,0.242601871986386,0.397489091306136,0.603030963802878,1
444,444,0.171721589623709,0.4817920343197,0.281528710497676,0.328529088765991,0.379536909253986,0.328529088765991,0.53343326730553,0.213103904698875,0.396961240476245,0.545355429568251,1
445,445,0.175590076163185,0.494954419148832,0.287481623159866,0.331731950860578,0.386798424453625,0.331731950860578,0.55168906258365,0.223314739529167,0.395381707155326,0.552224160488443,1
446,446,0.230374783198854,0.569736264807683,0.277317356047332,0.329300190192524,0.36968415260701,0.329300190192524,0.624444563413459,0.28590337524818,0.401212181296664,0.640808983863934,1
447,447,0.169044566774753,0.468434651196802,0.280188571987017,0.332861904283984,0.377691614308753,0.332861904283984,0.519085604154398,0.213765718067505,0.408556542335914,0.536360662887048,1
448,448,0.175484503431114,0.492858187490859,0.277206231268992,0.326615383352486,0.372456568467153,0.326615383352486,0.540660634937631,0.220289306986858,0.395370989371978,0.55124291321413,1
449,449,0.180031671819621,0.486374494223176,0.299407896440237,0.356188434995279,0.402987812106477,0.356188434995279,0.549119331870014,0.232580126689988,0.442404641871968,0.567106410815525,1
450,450,0.158592866299676,0.450007312436016,0.281000523525721,0.332233482142655,0.378587421127621,0.332233482142655,0.511911772578832,0.20563486811005,0.400488730920671,0.514064544265155,1
451,451,0.191011235955056,0.546921464437186,0.28298207595502,0.333760932195819,0.379060487649944,0.333760932195819,0.593768403019434,0.239765528977971,0.405200536425057,0.598560837331007,1
452,452,0.182444762838398,0.508165553551406,0.281404454640339,0.334260774235492,0.376575490457029,0.334260774235492,0.563145778681942,0.230783776117992,0.406135663022174,0.576373746184038,1
453,453,0.182799185581781,0.491541949007946,0.288289236387202,0.342559363366889,0.376089003607831,0.342559363366889,0.536110070132234,0.226151082537582,0.42464795431009,0.552878325337985,1
454,454,0.176849408038609,0.492370691756447,0.277164808551763,0.328316034051912,0.370628048930512,0.328316034051912,0.535628245623427,0.220005672686017,0.399430349815051,0.557130396860009,1
455,455,0.172415353291607,0.495295666162921,0.279249424806451,0.330423724533554,0.372414070765384,0.330423724533554,0.546924353552117,0.217358419211497,0.400495429535264,0.539031836022678,1
456,456,0.165010180227735,0.471603373470482,0.28030024144007,0.331398548920272,0.377578659890893,0.331398548920272,0.520370469511216,0.209889382622672,0.405583697179749,0.52665721761884,1
457,457,0.183749340170425,0.544532735338566,0.27671964004119,0.328615874461574,0.369877628986117,0.328615874461574,0.585523850313186,0.229932873215468,0.398191106115433,0.576537287396424,1
458,458,0.169542266797376,0.51304051089553,0.27956507097457,0.32986371041504,0.375430289230411,0.32986371041504,0.572461052518871,0.220100217452964,0.4005342814999,0.552333187963367,1
